sample_id,bert_alerts
519,"[{""offset"":4,""char"":""牌"",""error_prob"":0.862},{""offset"":49,""char"":""箱"",""error_prob"":0.9872},{""offset"":69,""char"":""超"",""error_prob"":0.8452},{""offset"":207,""char"":""絕"",""error_prob"":0.9037},{""offset"":233,""char"":""省"",""error_prob"":0.863},{""offset"":303,""char"":""祝"",""error_prob"":0.9669},{""offset"":325,""char"":""米"",""error_prob"":0.9953},{""offset"":327,""char"":""與"",""error_prob"":0.9155},{""offset"":377,""char"":""淸"",""error_prob"":0.9602},{""offset"":398,""char"":""林"",""error_prob"":0.8771},{""offset"":404,""char"":""霖"",""error_prob"":0.8274},{""offset"":428,""char"":""招"",""error_prob"":0.8357},{""offset"":450,""char"":""吸"",""error_prob"":0.9565},{""offset"":460,""char"":""业"",""error_prob"":0.9438},{""offset"":463,""char"":""莘"",""error_prob"":0.9704},{""offset"":474,""char"":""救"",""error_prob"":0.9802},{""offset"":487,""char"":""與"",""error_prob"":0.9153},{""offset"":522,""char"":""洗"",""error_prob"":0.8667},{""offset"":614,""char"":""教"",""error_prob"":0.856},{""offset"":641,""char"":""影"",""error_prob"":0.9137},{""offset"":722,""char"":""鄜"",""error_prob"":0.9618},{""offset"":736,""char"":""永"",""error_prob"":0.8804},{""offset"":880,""char"":""墋"",""error_prob"":0.8723}]"
520,"[{""offset"":53,""char"":""桥"",""error_prob"":0.9102},{""offset"":54,""char"":""业"",""error_prob"":0.8756},{""offset"":78,""char"":""脊"",""error_prob"":0.8164},{""offset"":104,""char"":""炒"",""error_prob"":0.8784},{""offset"":113,""char"":""米"",""error_prob"":0.9088},{""offset"":114,""char"":""业"",""error_prob"":0.8622},{""offset"":225,""char"":""杭"",""error_prob"":0.8797},{""offset"":241,""char"":""麻"",""error_prob"":0.9363},{""offset"":251,""char"":""啡"",""error_prob"":0.9892},{""offset"":260,""char"":""粱"",""error_prob"":0.8926},{""offset"":263,""char"":""双"",""error_prob"":0.8508},{""offset"":268,""char"":""营"",""error_prob"":0.9478},{""offset"":272,""char"":""伙"",""error_prob"":0.9783},{""offset"":275,""char"":""杭"",""error_prob"":0.8839},{""offset"":294,""char"":""国"",""error_prob"":0.8708},{""offset"":300,""char"":""洲"",""error_prob"":0.9601},{""offset"":315,""char"":""做"",""error_prob"":0.9582},{""offset"":329,""char"":""浙"",""error_prob"":0.9229},{""offset"":349,""char"":""创"",""error_prob"":0.8854},{""offset"":354,""char"":""婴"",""error_prob"":0.9608},{""offset"":355,""char"":""献"",""error_prob"":0.9277},{""offset"":364,""char"":""洮"",""error_prob"":0.8867},{""offset"":380,""char"":""隧"",""error_prob"":0.9145},{""offset"":415,""char"":""股"",""error_prob"":0.8022},{""offset"":422,""char"":""沂"",""error_prob"":0.966},{""offset"":454,""char"":""忄"",""error_prob"":0.8968},{""offset"":503,""char"":""业"",""error_prob"":0.89},{""offset"":528,""char"":""褓"",""error_prob"":0.8743},{""offset"":565,""char"":""减"",""error_prob"":0.8599},{""offset"":583,""char"":""椰"",""error_prob"":0.9622},{""offset"":584,""char"":""索"",""error_prob"":0.8132},{""offset"":595,""char"":""级"",""error_prob"":0.9952},{""offset"":600,""char"":""桥"",""error_prob"":0.9924},{""offset"":613,""char"":""楼"",""error_prob"":0.9109},{""offset"":614,""char"":""诚"",""error_prob"":0.8469},{""offset"":617,""char"":""滨"",""error_prob"":0.8711},{""offset"":619,""char"":""业"",""error_prob"":0.8212},{""offset"":626,""char"":""亚"",""error_prob"":0.9639},{""offset"":637,""char"":""榮"",""error_prob"":0.8735},{""offset"":646,""char"":""北"",""error_prob"":0.9549},{""offset"":651,""char"":""金"",""error_prob"":0.8237},{""offset"":662,""char"":""发"",""error_prob"":0.8822},{""offset"":676,""char"":""北"",""error_prob"":0.8242},{""offset"":678,""char"":""滨"",""error_prob"":0.9438},{""offset"":680,""char"":""卖"",""error_prob"":0.9968},{""offset"":692,""char"":""阁"",""error_prob"":0.9715},{""offset"":700,""char"":""智"",""error_prob"":0.8136},{""offset"":719,""char"":""涣"",""error_prob"":0.9189},{""offset"":726,""char"":""救"",""error_prob"":0.9608},{""offset"":750,""char"":""己"",""error_prob"":0.9205},{""offset"":755,""char"":""伙"",""error_prob"":0.9939},{""offset"":760,""char"":""你"",""error_prob"":0.9764},{""offset"":767,""char"":""杰"",""error_prob"":0.8097},{""offset"":810,""char"":""草"",""error_prob"":0.8728},{""offset"":811,""char"":""味"",""error_prob"":0.8654},{""offset"":816,""char"":""浙"",""error_prob"":0.9796},{""offset"":819,""char"":""洲"",""error_prob"":0.8089},{""offset"":864,""char"":""店"",""error_prob"":0.9843},{""offset"":866,""char"":""娜"",""error_prob"":0.8763},{""offset"":888,""char"":""亚"",""error_prob"":0.8913},{""offset"":897,""char"":""茫"",""error_prob"":0.9029},{""offset"":908,""char"":""级"",""error_prob"":0.9894},{""offset"":951,""char"":""尙"",""error_prob"":0.8286},{""offset"":962,""char"":""惺"",""error_prob"":0.9417},{""offset"":1004,""char"":""檻"",""error_prob"":0.8065},{""offset"":1006,""char"":""浙"",""error_prob"":0.9675},{""offset"":1009,""char"":""匯"",""error_prob"":0.9213},{""offset"":1038,""char"":""做"",""error_prob"":0.9715}]"
521,"[{""offset"":12,""char"":""陟"",""error_prob"":0.8223},{""offset"":92,""char"":""缴"",""error_prob"":0.9934},{""offset"":112,""char"":""北"",""error_prob"":0.9899},{""offset"":182,""char"":""整"",""error_prob"":0.828},{""offset"":283,""char"":""徜"",""error_prob"":0.9945},{""offset"":427,""char"":""茍"",""error_prob"":0.9617},{""offset"":428,""char"":""卿"",""error_prob"":0.8812},{""offset"":523,""char"":""面"",""error_prob"":0.9785},{""offset"":661,""char"":""塤"",""error_prob"":0.9721},{""offset"":866,""char"":""北"",""error_prob"":0.9644},{""offset"":916,""char"":""奥"",""error_prob"":0.9796},{""offset"":988,""char"":""牡"",""error_prob"":0.8435},{""offset"":1028,""char"":""問"",""error_prob"":0.8012},{""offset"":1029,""char"":""之"",""error_prob"":0.8265}]"
522,"[{""offset"":57,""char"":""龍"",""error_prob"":0.9822},{""offset"":170,""char"":""米"",""error_prob"":0.9988},{""offset"":213,""char"":""衙"",""error_prob"":0.9781},{""offset"":234,""char"":""己"",""error_prob"":0.8935},{""offset"":333,""char"":""附"",""error_prob"":0.9163},{""offset"":346,""char"":""褻"",""error_prob"":0.9905},{""offset"":405,""char"":""郖"",""error_prob"":0.9824},{""offset"":438,""char"":""術"",""error_prob"":0.9934}]"
523,"[{""offset"":29,""char"":""約"",""error_prob"":0.8342},{""offset"":71,""char"":""曰"",""error_prob"":0.9989},{""offset"":123,""char"":""曰"",""error_prob"":0.9977}]"
524,[]
525,[]
526,"[{""offset"":43,""char"":""束"",""error_prob"":0.9761},{""offset"":52,""char"":""楊"",""error_prob"":0.9741},{""offset"":258,""char"":""干"",""error_prob"":0.9944}]"
527,"[{""offset"":203,""char"":""旣"",""error_prob"":0.9091}]"
528,"[{""offset"":61,""char"":""曰"",""error_prob"":0.9795},{""offset"":251,""char"":""到"",""error_prob"":0.868},{""offset"":323,""char"":""曰"",""error_prob"":0.9954},{""offset"":341,""char"":""壮"",""error_prob"":0.9432},{""offset"":487,""char"":""朦"",""error_prob"":0.9806}]"
529,"[{""offset"":18,""char"":""年"",""error_prob"":0.9312},{""offset"":108,""char"":""獣"",""error_prob"":0.8311},{""offset"":117,""char"":""烏"",""error_prob"":0.9044},{""offset"":156,""char"":""柳"",""error_prob"":0.8247},{""offset"":174,""char"":""鷠"",""error_prob"":0.8957},{""offset"":355,""char"":""况"",""error_prob"":0.9852}]"
530,"[{""offset"":330,""char"":""功"",""error_prob"":0.8091},{""offset"":381,""char"":""丘"",""error_prob"":0.8876},{""offset"":439,""char"":""曰"",""error_prob"":0.9973}]"
531,"[{""offset"":372,""char"":""斃"",""error_prob"":0.9187}]"
532,"[{""offset"":26,""char"":""渡"",""error_prob"":0.955},{""offset"":39,""char"":""革"",""error_prob"":0.9842},{""offset"":58,""char"":""間"",""error_prob"":0.8915}]"
533,"[{""offset"":93,""char"":""畫"",""error_prob"":0.8702}]"
534,[]
535,"[{""offset"":152,""char"":""攺"",""error_prob"":0.9912}]"
536,[]
537,"[{""offset"":110,""char"":""辖"",""error_prob"":0.9857}]"
538,"[{""offset"":148,""char"":""隹"",""error_prob"":0.9937}]"
539,"[{""offset"":75,""char"":""銦"",""error_prob"":0.8223},{""offset"":195,""char"":""淂"",""error_prob"":0.9653}]"
540,[]
541,"[{""offset"":24,""char"":""盡"",""error_prob"":0.986},{""offset"":29,""char"":""隹"",""error_prob"":0.988},{""offset"":146,""char"":""隹"",""error_prob"":0.9951},{""offset"":215,""char"":""盡"",""error_prob"":0.9467}]"
542,[]
543,"[{""offset"":0,""char"":""義"",""error_prob"":0.9975},{""offset"":1,""char"":""員"",""error_prob"":0.9962},{""offset"":2,""char"":""於"",""error_prob"":0.9969},{""offset"":4,""char"":""熠"",""error_prob"":0.9937},{""offset"":5,""char"":""單"",""error_prob"":0.9872},{""offset"":68,""char"":""憶"",""error_prob"":0.9867}]"
544,"[{""offset"":29,""char"":""具"",""error_prob"":0.9935},{""offset"":322,""char"":""麥"",""error_prob"":0.9661},{""offset"":323,""char"":""冩"",""error_prob"":0.8901}]"
545,"[{""offset"":55,""char"":""楽"",""error_prob"":0.8701},{""offset"":237,""char"":""欲"",""error_prob"":0.9647},{""offset"":332,""char"":""汜"",""error_prob"":0.8653},{""offset"":409,""char"":""徇"",""error_prob"":0.8008}]"
546,"[{""offset"":252,""char"":""义"",""error_prob"":0.9937},{""offset"":383,""char"":""河"",""error_prob"":0.9962},{""offset"":404,""char"":""益"",""error_prob"":0.8991},{""offset"":478,""char"":""裎"",""error_prob"":0.9942},{""offset"":494,""char"":""圎"",""error_prob"":0.9909},{""offset"":495,""char"":""國"",""error_prob"":0.9908},{""offset"":496,""char"":""白"",""error_prob"":0.9852},{""offset"":497,""char"":""其"",""error_prob"":0.9897},{""offset"":498,""char"":""所"",""error_prob"":0.9861}]"
547,"[{""offset"":140,""char"":""干"",""error_prob"":0.9789}]"
